1091218,1674.50,1697,1696.50,1673.50,287861
1091221,1696.50,1723.25,1715,1692.50,220689
1091222,1715,1730.50,1730.50,1714.75,165980
1091223,1730.50,1742.50,1741.75,1726.50,135399
1091224,1741.25,1759,1757.50,1740.25,66098
1091228,1757.50,1771,1764,1752.25,120920
1091229,1763.25,1770.75,1762,1758.75,103211
1091230,1760.50,1769.75,1766.25,1751.75,128388
1091231,1765.50,1771.50,1748.25,1748.25,112919
1100104,1755,1778.50,1776.25,1755,205157
1100105,1776,1779.75,1774.75,1765.50,208698
1100106,1774.75,1781.25,1768,1761.75,261274
1100107,1767.25,1770,1767,1755.25,241321
1100108,1767,1782,1779.50,1754.50,268934
1100111,1779.50,1789.50,1773,1763.75,244841
1100112,1771.50,1773.25,1755,1739.50,328565
1100113,1755.50,1779,1772,1742.75,315109
1100114,1771.75,1779.75,1777.75,1765.50,206040
1100115,1782.50,1783.50,1751.75,1744.25,345081
1100119,1763,1785.25,1779.25,1747,333010
1100120,1778.75,1781.75,1756.50,1735,403528
1100121,1757.25,1773,1730.50,1728.25,501308
1100122,1730.75,1738.75,1687.25,1679,527630
1100125,1684.25,1701.25,1688,1682,340316
1100126,1699.25,1713.25,1686,1673.25,419117
1100127,1688.25,1711,1698.50,1677.25,443906
1100128,1697,1709.50,1660,1648.75,570517
1100129,1667.25,1678.75,1628.75,1621.25,538161
1100201,1628.75,1647.75,1645.25,1626.50,344059
1100202,1645.75,1667.50,1658.50,1637.25,331528
1100203,1658.50,1676,1675,1653,315040
1100204,1674,1681.50,1624.25,1621,483901
1100205,1623.50,1637.25,1634.50,1600.25,556768
1100208,1634.50,1643.25,1624,1620,295062
1100209,1623.50,1656.75,1641.50,1621.50,380797
1100210,1642,1652.25,1634.25,1625.50,296949
1100211,1634,1668.25,1665,1626.25,339083
1100212,1662.75,1673,1672.75,1643.50,328637
1100216,1668.50,1691,1688.75,1664.75,259717
1100217,1688.75,1702,1701.25,1687,238098
1100218,1701.50,1714.25,1710.25,1694.25,268313
1100219,1708.75,1719.50,1708.75,1690.50,281740
1100222,1708.75,1722.50,1710.50,1699.75,226172
1100223,1709.25,1718.50,1690.50,1674.75,348962
1100224,1689,1709.25,1703.50,1686,299224
1100225,1702.50,1705.50,1703,1670,353568
1100226,1702.50,1711.75,1708,1693,223029
1100301,1708,1738,1732.25,1708,257074
1100302,1732.25,1751.75,1741.75,1732,248834
1100303,1740.50,1750.75,1741.50,1735.25,216095
1100304,1740.75,1750.25,1749.25,1733.75,197677
1100305,1748.25,1779,1775,1746.50,287880
